Date,Open,Close,Volume
1996-11-07,26.657705,26.657705,93521
1996-11-08,26.713711,26.713711,26338
1996-11-11,27.04973,27.04973,22097
1996-11-12,26.825718,26.825718,78343
1996-11-13,26.769712,26.769712,27007
1996-11-14,26.601704,26.601704,48658
1996-11-15,26.825718,26.825718,25445
1996-11-18,26.713711,26.713711,104904
1996-11-19,26.489695,26.489695,83923
1996-11-20,26.433693,26.433693,220522
1996-11-21,26.377687,26.377687,56470
1996-11-22,26.545698,26.545698,59148
1996-11-25,26.321686,26.321686,37721
1996-11-26,26.09767,26.09767,243065
1996-11-27,26.209677,26.209677,43078
1996-11-29,26.153673,26.153673,19195
1996-12-02,25.985662,25.985662,35712
1996-12-03,26.153673,26.153673,100217
1996-12-04,25.873655,25.873655,78343
1996-12-05,26.09767,26.09767,40399
1996-12-06,25.649643,25.649643,69192
1996-12-09,25.817652,25.817652,161150
1996-12-10,26.09767,26.09767,86602
1996-12-11,26.153673,26.153673,40399
1996-12-12,26.153673,26.153673,82584
1996-12-13,25.985662,25.985662,57139
1996-12-16,26.09767,26.09767,178337
1996-12-17,26.041668,26.041668,335246
1996-12-18,25.873655,25.873655,481442
1996-12-19,25.257616,25.257616,277661
1996-12-20,25.257616,25.257616,191282
1996-12-23,25.201612,25.201612,469166
1996-12-24,25.033602,25.033602,394394
1996-12-26,24.977598,24.977598,265385
1996-12-27,25.089605,25.089605,353102
1996-12-30,25.649643,25.649643,420732
1996-12-31,25.761648,25.761648,170078
1997-01-02,25.593637,25.593637,451087
1997-01-03,25.425627,25.425627,759326
1997-01-06,25.369623,25.369623,440597
1997-01-07,25.425627,25.425627,597283
1997-01-08,25.369623,25.369623,1456380
1997-01-09,25.537634,25.537634,603756
1997-01-10,25.369623,25.369623,811109
1997-01-13,25.537634,25.537634,1252598
1997-01-14,25.537634,25.537634,1118232
1997-01-15,25.425627,25.425627,1519769
1997-01-16,25.369623,25.369623,1291658
1997-01-17,25.033602,25.033602,1527581
1997-01-20,24.585573,24.585573,862668
1997-01-21,24.473566,24.473566,3189751
1997-01-22,24.809587,24.809587,1796090
1997-01-23,25.033602,25.033602,3276576
1997-01-24,25.31362,25.31362,527868
1997-01-27,25.31362,25.31362,1598112
1997-01-28,25.48163,25.48163,1404151
1997-01-29,25.425627,25.425627,1786046
1997-01-30,25.586637,25.586637,767585
1997-01-31,25.817652,25.817652,555545
1997-02-03,26.26568,26.26568,372744
1997-02-04,26.209677,26.209677,768478
1997-02-05,26.09767,26.09767,458230
1997-02-06,26.433693,26.433693,1207512
1997-02-07,26.377687,26.377687,1599228
1997-02-10,26.88172,26.88172,503093
1997-02-11,27.385754,27.385754,609559
1997-02-12,27.217743,27.217743,1336522
1997-02-13,27.04973,27.04973,2237357
1997-02-14,26.993729,26.993729,1306166
1997-02-18,26.937723,26.937723,1746763
1997-02-19,27.04973,27.04973,2985077
1997-02-20,27.210741,27.210741,2157898
1997-02-21,27.35075,27.35075,1050156
1997-02-24,27.441755,27.441755,927396
1997-02-25,27.441755,27.441755,845035
1997-02-26,26.09767,26.09767,432785
1997-02-27,26.041668,26.041668,410911
1997-02-28,25.817652,25.817652,332345
1997-03-03,25.649643,25.649643,492156
1997-03-04,25.677643,25.677643,372074
1997-03-05,26.09767,26.09767,693259
1997-03-06,26.489695,26.489695,523404
1997-03-07,26.937723,26.937723,867802
1997-03-10,27.497761,27.497761,409126
1997-03-11,27.329748,27.329748,300427
1997-03-12,27.721773,27.721773,324086
1997-03-13,26.88172,26.88172,474746
1997-03-14,27.161737,27.161737,300204
1997-03-17,26.825718,26.825718,385243
1997-03-18,26.993729,26.993729,763121
1997-03-19,27.217743,27.217743,468050
1997-03-20,26.5667,26.5667,1651234
1997-03-21,26.489695,26.489695,466265
1997-03-24,26.433693,26.433693,681430
1997-03-25,26.993729,26.993729,368503
1997-03-26,27.553762,27.553762,729864
1997-03-27,27.721773,27.721773,363146
1997-03-31,27.497761,27.497761,306454
1997-04-01,27.161737,27.161737,475862
1997-04-02,26.769712,26.769712,446177
1997-04-03,26.825718,26.825718,413590
1997-04-04,26.993729,26.993729,443722
1997-04-07,27.161737,27.161737,639914
1997-04-08,26.88172,26.88172,737676
1997-04-09,26.937723,26.937723,637236
1997-04-10,26.825718,26.825718,1461514
1997-04-11,26.88172,26.88172,1024265
1997-04-14,26.713711,26.713711,1740067
1997-04-15,27.105736,27.105736,1745424
1997-04-16,26.825718,26.825718,630094
1997-04-17,27.609768,27.609768,528538
1997-04-18,28.953854,28.953854,545947
1997-04-21,28.841846,28.841846,1278490
1997-04-22,28.897848,28.897848,721159
1997-04-23,28.785843,28.785843,445507
1997-04-24,29.289875,29.289875,819814
1997-04-25,28.841846,28.841846,543046
1997-04-28,28.897848,28.897848,779638
1997-04-29,29.401882,29.401882,718258
1997-04-30,29.569893,29.569893,827402
1997-05-01,29.737904,29.737904,720266
1997-05-02,29.961918,29.961918,947707
1997-05-05,30.689964,30.689964,613130
1997-05-06,30.689964,30.689964,0
1997-05-07,30.409946,30.409946,856865
1997-05-08,30.409946,30.409946,1536955
1997-05-09,30.913979,30.913979,564250
